編號,經度,緯度,事件類別,CBI值
111_A2_1-6_2482,121.303605,24.998404,A2,1
111_A2_1-6_2483,120.30112,22.665817,A2,1
111_A2_1-6_2484,120.431064,23.419795,A2,1
111_A2_1-6_2485,120.218706,22.995902,A2,1
111_A2_1-6_2486,120.687295,23.904512,A2,1
111_A2_1-6_2487,120.683598,24.13009,A2,1
111_A2_1-6_2488,121.527901,25.021065,A2,1
111_A2_1-6_2489,120.611546,24.133858,A2,1
111_A2_1-6_2490,121.49925,25.064895,A2,1
111_A2_1-6_2491,120.324376,22.671452,A2,1
111_A2_1-6_2492,120.194892,22.998576,A2,1
111_A2_1-6_2493,121.248697,24.903975,A2,1
111_A2_1-6_2494,121.437014,25.178649,A2,1
111_A2_1-6_2495,121.62863,25.070123,A2,1
111_A2_1-6_2496,121.522977,25.057208,A2,1
111_A2_1-6_2497,121.445468,25.048288,A2,1
111_A2_1-6_2498,121.456035,25.005609,A2,1
111_A2_1-6_2499,120.263227,23.110545,A2,1
111_A2_1-6_2500,121.483989,25.067679,A2,1
111_A2_1-6_2501,120.191449,23.006795,A2,1
111_A2_1-6_2502,120.681538,23.960674,A2,1
111_A2_1-6_2503,121.514472,25.031921,A2,1
111_A2_1-6_2504,121.535165,25.004619,A2,1
111_A2_1-6_2505,120.294466,22.741093,A2,1
111_A2_1-6_2506,121.485579,25.080099,A2,1
111_A2_1-6_2507,121.426158,25.021524,A2,1
111_A2_1-6_2508,121.532278,25.022619,A2,1
111_A2_1-6_2509,121.516972,25.118575,A2,1
111_A2_1-6_2510,121.463076,25.007558,A2,1
111_A2_1-6_2511,121.772501,24.673872,A2,1
111_A2_1-6_2512,121.295223,24.958309,A2,1
111_A2_1-6_2513,121.422467,25.027062,A2,1
111_A2_1-6_2514,121.054391,24.768873,A2,1
111_A2_1-6_2515,121.370893,25.052923,A2,1
111_A2_1-6_2516,121.527162,24.997528,A2,1
111_A2_1-6_2517,121.554536,25.039386,A2,1
111_A2_1-6_2518,120.323014,22.595485,A2,1
111_A2_1-6_2519,120.536585,24.069835,A2,1
111_A2_1-6_2520,120.297535,22.646633,A2,1
111_A2_1-6_2521,121.323185,24.996333,A2,1
111_A2_1-6_2522,120.257013,23.002185,A2,1
111_A2_1-6_2523,120.47837,22.671479,A2,1
111_A2_1-6_2524,121.769041,25.144249,A2,1
111_A2_1-6_2525,121.17354,24.910835,A2,1
111_A2_1-6_2526,120.677336,24.161681,A2,1
111_A2_1-6_2527,121.400349,25.147773,A2,1
111_A2_1-6_2528,120.691724,24.172672,A2,1
111_A2_1-6_2529,120.222817,23.022406,A2,1
111_A2_1-6_2530,121.615345,25.069018,A2,1
111_A2_1-6_2531,121.490837,24.998294,A2,1
111_A2_1-6_2532,121.523961,24.990999,A2,1
111_A2_1-6_2533,120.368632,23.900346,A2,1
111_A2_1-6_2534,120.661213,24.172903,A2,1
111_A2_1-6_2535,121.454786,25.009199,A2,1
111_A2_1-6_2536,120.785947,24.494055,A2,1
111_A2_1-6_2537,121.542723,24.972998,A2,1
111_A2_1-6_2538,121.42821,25.021751,A2,1
111_A2_1-6_2539,121.548863,25.042523,A2,1
111_A2_1-6_2540,120.52295,24.027825,A2,1
111_A2_1-6_2541,121.300761,24.999307,A2,1
111_A2_1-6_2542,121.183292,24.895299,A2,1
111_A2_1-6_2543,120.530637,23.380574,A2,1
111_A2_1-6_2544,120.230287,22.982246,A2,1
111_A2_1-6_2545,121.543584,25.028474,A2,1
111_A2_1-6_2546,120.53802,24.02925,A2,1
111_A2_1-6_2547,121.31079,24.989318,A2,1
111_A2_1-6_2548,120.686738,23.919144,A2,1
111_A2_1-6_2549,120.32856,22.730007,A2,1
111_A2_1-6_2550,121.37164,24.934908,A2,1
111_A2_1-6_2551,121.543788,24.994039,A2,1
111_A2_1-6_2552,120.490676,22.59319,A2,1
111_A2_1-6_2553,121.576098,25.049146,A2,1
111_A2_1-6_2554,120.305245,22.719994,A2,1
111_A2_1-6_2555,121.539743,24.990013,A2,1
111_A2_1-6_2556,120.699345,24.067466,A2,1
111_A2_1-6_2557,120.233118,22.994963,A2,1
111_A2_1-6_2558,120.24133,22.989469,A2,1
111_A2_1-6_2559,120.541436,24.068122,A2,1
111_A2_1-6_2560,120.3272,22.58318,A2,1
111_A2_1-6_2561,120.877583,24.079627,A2,1
111_A2_1-6_2562,120.37293,23.755588,A2,1
111_A2_1-6_2563,121.31293,24.994387,A2,1
111_A2_1-6_2564,121.319318,25.010872,A2,1
111_A2_1-6_2565,121.311024,24.998878,A2,1
111_A2_1-6_2566,121.236293,24.95481,A2,1
111_A2_1-6_2567,121.584585,25.045474,A2,1
111_A2_1-6_2568,120.301557,22.621579,A2,1
111_A2_1-6_2569,121.462347,24.999062,A2,1
111_A2_1-6_2570,120.443418,24.061716,A2,1
111_A2_1-6_2571,120.293982,22.628787,A2,1
111_A2_1-6_2572,121.534753,24.973333,A2,1
111_A2_1-6_2573,120.297688,23.024412,A2,1
111_A2_1-6_2574,121.506517,25.04868,A2,1
111_A2_1-6_2575,120.492581,23.447229,A2,1
111_A2_1-6_2576,120.560242,24.061867,A2,1
111_A2_1-6_2577,120.259163,22.737468,A2,1
111_A2_1-6_2578,120.274942,22.729914,A2,1
111_A2_1-6_2579,121.304242,24.988107,A2,1
111_A2_1-6_2580,120.445832,24.041919,A2,1
111_A2_1-6_2581,120.411703,24.027216,A2,1
111_A2_1-6_2582,121.442852,25.169723,A2,1
111_A2_1-6_2583,120.543993,24.075283,A2,1
111_A2_1-6_2584,120.328119,22.602807,A2,1
111_A2_1-6_2585,121.542458,25.04109,A2,1
111_A2_1-6_2586,120.908627,24.685237,A2,1
111_A2_1-6_2587,121.38685,25.079644,A2,1
111_A2_1-6_2588,120.468382,23.563564,A2,1
111_A2_1-6_2589,120.961723,24.805691,A2,1
111_A2_1-6_2590,121.571131,24.991708,A2,1
111_A2_1-6_2591,120.178516,23.417601,A2,1
111_A2_1-6_2592,121.50147,25.133499,A2,1
111_A2_1-6_2593,120.342753,22.635212,A2,1
111_A2_1-6_2594,120.968049,24.804167,A2,1
111_A2_1-6_2595,120.316787,22.583766,A2,1
111_A2_1-6_2596,120.956004,24.796537,A2,1
111_A2_1-6_2597,121.540581,24.999876,A2,1
111_A2_1-6_2598,121.699076,25.083293,A2,1
111_A2_1-6_2599,120.539456,24.246562,A2,1
111_A2_1-6_2600,121.005323,24.840601,A2,1
111_A2_1-6_2601,121.226174,24.873424,A2,1
111_A2_1-6_2602,121.015067,24.786295,A2,1
111_A2_1-6_2603,121.435396,25.198369,A2,1
111_A2_1-6_2604,120.53034,24.178503,A2,1
111_A2_1-6_2605,120.656432,24.220792,A2,1
111_A2_1-6_2606,121.7202,25.124294,A2,1
111_A2_1-6_2607,121.788411,25.135714,A2,1
111_A2_1-6_2608,120.200876,22.998772,A2,1
111_A2_1-6_2609,121.571981,25.042244,A2,1
111_A2_1-6_2610,120.228426,23.001562,A2,1
111_A2_1-6_2611,121.277591,24.896595,A2,1
111_A2_1-6_2612,121.257905,25.02642,A2,1
111_A2_1-6_2613,121.566464,25.025767,A2,1
111_A2_1-6_2614,121.526136,25.118457,A2,1
111_A2_1-6_2615,120.204367,23.109599,A2,1
111_A2_1-6_2616,120.56439,24.088005,A2,1
111_A2_1-6_2617,121.456831,25.088699,A2,1
111_A2_1-6_2618,121.526402,25.048865,A2,1
111_A2_1-6_2619,120.481359,23.958358,A2,1
111_A2_1-6_2620,121.246852,24.948418,A2,1
111_A2_1-6_2621,120.653256,24.138319,A2,1
111_A2_1-6_2622,121.208949,24.956824,A2,1
111_A2_1-6_2623,121.544117,25.053059,A2,1
111_A2_1-6_2624,121.560028,24.996801,A2,1
111_A2_1-6_2625,120.575521,23.957977,A2,1
111_A2_1-6_2626,119.604125,23.56966,A2,1
111_A2_1-6_2627,121.096986,24.722385,A2,1
111_A2_1-6_2628,121.522577,25.066885,A2,1
111_A2_1-6_2629,120.508061,23.601546,A2,1
111_A2_1-6_2630,121.378715,25.056515,A2,1
111_A2_1-6_2631,121.425111,24.995946,A2,1
111_A2_1-6_2632,120.521796,24.211476,A2,1
111_A2_1-6_2633,121.51292,24.998772,A2,1
111_A2_1-6_2634,118.415086,24.440061,A2,1
111_A2_1-6_2635,121.547025,25.078556,A2,1
111_A2_1-6_2636,120.97298,24.793466,A2,1
111_A2_1-6_2637,121.258104,24.973027,A2,1
111_A2_1-6_2638,120.679065,24.141972,A2,1
111_A2_1-6_2639,120.17985,23.231851,A2,1
111_A2_1-6_2640,120.212707,22.990265,A2,1
111_A2_1-6_2641,121.552633,25.001479,A2,1
111_A2_1-6_2642,121.36897,25.060122,A2,1
111_A2_1-6_2643,121.251926,24.956619,A2,1
111_A2_1-6_2644,121.565362,25.026127,A2,1
111_A2_1-6_2645,120.292457,22.65892,A2,1
111_A2_1-6_2646,121.468811,24.985569,A2,1
111_A2_1-6_2647,121.594616,25.056891,A2,1
111_A2_1-6_2648,121.479257,25.031966,A2,1
111_A2_1-6_2649,121.553892,25.035035,A2,1
111_A2_1-6_2650,120.210381,22.991072,A2,1
111_A2_1-6_2651,121.309229,24.997695,A2,1
111_A2_1-6_2652,120.243465,23.017191,A2,1
111_A2_1-6_2653,121.296509,24.960766,A2,1
111_A2_1-6_2654,120.696277,24.195879,A2,1
111_A2_1-6_2655,121.524785,24.99806,A2,1
111_A2_1-6_2656,120.180114,23.154583,A2,1
111_A2_1-6_2657,120.567654,23.962535,A2,1
111_A2_1-6_2658,121.153542,22.755689,A2,1
111_A2_1-6_2659,121.020772,24.781923,A2,1
111_A2_1-6_2660,120.67177,24.117986,A2,1
111_A2_1-6_2661,120.460698,23.798994,A2,1
111_A2_1-6_2662,121.500532,25.067636,A2,1
111_A2_1-6_2663,120.526759,22.713354,A2,1
111_A2_1-6_2664,121.312918,25.011442,A2,1
111_A2_1-6_2665,120.655632,24.154807,A2,1
111_A2_1-6_2666,121.211482,24.956115,A2,1
111_A2_1-6_2667,121.252353,24.965864,A2,1
111_A2_1-6_2668,121.287147,25.065491,A2,1
111_A2_1-6_2669,121.560905,24.986569,A2,1
111_A2_1-6_2670,120.669794,24.146787,A2,1
111_A2_1-6_2671,121.595264,25.052723,A2,1
111_A2_1-6_2672,120.541747,24.114422,A2,1
111_A2_1-6_2673,120.695145,23.898996,A2,1
111_A2_1-6_2674,121.565168,25.081322,A2,1
111_A2_1-6_2675,120.551175,22.469603,A2,1
111_A2_1-6_2676,121.539376,25.068188,A2,1
111_A2_1-6_2677,121.709901,25.142845,A2,1
111_A2_1-6_2678,120.937389,24.840827,A2,1
111_A2_1-6_2679,120.683237,24.128689,A2,1
111_A2_1-6_2680,121.456295,25.052372,A2,1
111_A2_1-6_2681,121.712519,25.097169,A2,1
111_A2_1-6_2682,120.599319,22.780699,A2,1
111_A2_1-6_2683,121.781921,25.126962,A2,1
111_A2_1-6_2684,121.460714,25.056602,A2,1
111_A2_1-6_2685,120.188608,22.975001,A2,1
111_A2_1-6_2686,121.481841,25.067783,A2,1
111_A2_1-6_2687,120.997006,24.802997,A2,1
111_A2_1-6_2688,121.439234,25.083828,A2,1
111_A2_1-6_2689,121.145774,24.911997,A2,1
111_A2_1-6_2690,121.737868,25.105373,A2,1
111_A2_1-6_2691,120.971307,24.818397,A2,1
111_A2_1-6_2692,121.186428,24.951209,A2,1
111_A2_1-6_2693,120.720663,24.250245,A2,1
111_A2_1-6_2694,120.712599,24.245638,A2,1
111_A2_1-6_2695,120.95762,24.799698,A2,1
111_A2_1-6_2696,121.538842,25.002114,A2,1
111_A2_1-6_2697,121.298541,25.011471,A2,1
111_A2_1-6_2698,120.6969,24.132833,A2,1
111_A2_1-6_2699,121.448882,25.0476,A2,1
111_A2_1-6_2700,120.427642,24.060088,A2,1
111_A2_1-6_2701,121.267293,24.88356,A2,1
111_A2_1-6_2702,121.59076,25.080731,A2,1
111_A2_1-6_2703,121.018573,24.811909,A2,1
111_A2_1-6_2704,121.145725,24.906854,A2,1
111_A2_1-6_2705,120.774329,24.413016,A2,1
111_A2_1-6_2706,121.512008,25.029137,A2,1
111_A2_1-6_2707,120.579778,24.170639,A2,1
111_A2_1-6_2708,120.3572,22.627,A2,1
111_A2_1-6_2709,120.398009,23.613819,A2,1
111_A2_1-6_2710,121.062199,22.772221,A2,1
111_A2_1-6_2711,120.3106,22.61129,A2,1
111_A2_1-6_2712,120.575436,24.269143,A2,1
111_A2_1-6_2713,121.506858,25.118573,A2,1
111_A2_1-6_2714,121.463409,25.089309,A2,1
111_A2_1-6_2715,121.573538,25.079068,A2,1
111_A2_1-6_2716,120.423918,23.072747,A2,1
111_A2_1-6_2717,120.595001,23.462749,A2,1
111_A2_1-6_2718,121.279195,24.960098,A2,1
111_A2_1-6_2719,121.025291,24.823003,A2,1
111_A2_1-6_2720,120.221683,22.97762,A2,1
111_A2_1-6_2721,120.354776,22.584857,A2,1
111_A2_1-6_2722,120.916255,24.694923,A2,1
111_A2_1-6_2723,121.496366,24.992888,A2,1
111_A2_1-6_2724,121.705185,25.08697,A2,1
111_A2_1-6_2725,120.458031,23.89211,A2,1
111_A2_1-6_2726,120.208719,23.011397,A2,1
111_A2_1-6_2727,121.459537,25.005695,A2,1
111_A2_1-6_2728,120.162589,23.002765,A2,1
111_A2_1-6_2729,121.005441,24.87789,A2,1
111_A2_1-6_2730,120.3195,22.66414,A2,1
111_A2_1-6_2731,120.21163,22.991566,A2,1
111_A2_1-6_2732,120.639433,24.164781,A2,1
111_A2_1-6_2733,120.463691,23.464835,A2,1
111_A2_1-6_2734,121.579278,25.038773,A2,1
111_A2_1-6_2735,120.972709,24.805401,A2,1
111_A2_1-6_2736,120.692969,23.909446,A2,1
111_A2_1-6_2737,121.360425,25.014605,A2,1
111_A2_1-6_2738,120.56652,24.268322,A2,1
111_A2_1-6_2739,121.308269,24.965125,A2,1
111_A2_1-6_2740,121.735435,25.13168,A2,1
111_A2_1-6_2741,121.527264,25.018513,A2,1
111_A2_1-6_2742,121.296903,25.051781,A2,1
111_A2_1-6_2743,120.799754,21.944979,A2,1
111_A2_1-6_2744,121.667779,25.077784,A2,1
111_A2_1-6_2745,120.686662,24.16309,A2,1
111_A2_1-6_2746,121.481599,25.001042,A2,1
111_A2_1-6_2747,121.206958,24.958981,A2,1
111_A2_1-6_2748,120.3194,22.66185,A2,1
111_A2_1-6_2749,121.253992,24.97392,A2,1
111_A2_1-6_2750,121.540234,24.986869,A2,1
111_A2_1-6_2751,121.244774,24.957977,A2,1
111_A2_1-6_2752,120.820694,24.571596,A2,1
111_A2_1-6_2753,121.243777,24.924642,A2,1
111_A2_1-6_2754,121.561492,24.984904,A2,1
111_A2_1-6_2755,121.478636,25.032787,A2,1
111_A2_1-6_2756,120.172887,23.163096,A2,1
111_A2_1-6_2757,120.235806,22.99265,A2,1
111_A2_1-6_2758,121.557698,24.954439,A2,1
111_A2_1-6_2759,121.438095,25.083953,A2,1
111_A2_1-6_2760,120.220862,23.007713,A2,1
111_A2_1-6_2761,121.654046,25.059621,A2,1
111_A2_1-6_2762,121.482346,24.949165,A2,1
111_A2_1-6_2763,120.545503,24.083166,A2,1
111_A2_1-6_2764,121.347318,24.988437,A2,1
111_A2_1-6_2765,121.574122,24.997772,A2,1
111_A2_1-6_2766,120.222174,23.000743,A2,1
111_A2_1-6_2767,121.371249,24.923638,A2,1
111_A2_1-6_2768,120.559855,24.237991,A2,1
111_A2_1-6_2769,121.565662,25.035853,A2,1
111_A2_1-6_2770,120.30271,23.110186,A2,1
111_A2_1-6_2771,120.682687,24.167028,A2,1
111_A2_1-6_2772,120.203478,22.994892,A2,1
111_A2_1-6_2773,121.309763,24.990568,A2,1
111_A2_1-6_2774,121.538142,25.068936,A2,1
111_A2_1-6_2775,121.53834,25.067532,A2,1
111_A2_1-6_2776,121.572005,25.04046,A2,1
111_A2_1-6_2777,121.218319,24.950717,A2,1
111_A2_1-6_2778,121.455592,25.008436,A2,1
111_A2_1-6_2779,121.364128,25.062005,A2,1
111_A2_1-6_2780,120.559754,23.657664,A2,1
111_A2_1-6_2781,121.307511,25.000246,A2,1
111_A2_1-6_2782,121.474673,25.080662,A2,1
111_A2_1-6_2783,121.077101,24.82789,A2,1
111_A2_1-6_2784,121.286214,24.933195,A2,1
111_A2_1-6_2785,121.043177,24.904639,A2,1
111_A2_1-6_2786,120.416212,23.348467,A2,1
111_A2_1-6_2787,120.430005,23.556882,A2,1
111_A2_1-6_2788,121.797298,24.688364,A2,1
111_A2_1-6_2789,120.542727,24.066246,A2,1
111_A2_1-6_2790,120.709819,24.49919,A2,1
111_A2_1-6_2791,121.448804,24.9819,A2,1
111_A2_1-6_2792,120.608676,24.07193,A2,1
111_A2_1-6_2793,121.494725,25.066767,A2,1
111_A2_1-6_2794,120.354672,22.567532,A2,1
111_A2_1-6_2795,120.716136,24.306824,A2,1
111_A2_1-6_2796,121.563105,25.027763,A2,1
111_A2_1-6_2797,120.593021,24.182783,A2,1
111_A2_1-6_2798,121.374173,24.933523,A2,1
111_A2_1-6_2799,121.523813,25.046363,A2,1
111_A2_1-6_2800,120.534773,23.705454,A2,1
111_A2_1-6_2801,121.536976,24.955248,A2,1
111_A2_1-6_2802,120.623192,24.341595,A2,1
111_A2_1-6_2803,121.258094,24.963568,A2,1
111_A2_1-6_2804,120.99917,24.79679,A2,1
111_A2_1-6_2805,121.194324,25.061373,A2,1
111_A2_1-6_2806,120.575149,24.226689,A2,1
111_A2_1-6_2807,121.440065,25.032057,A2,1
111_A2_1-6_2808,121.525972,25.092338,A2,1
111_A2_1-6_2809,120.542531,24.024785,A2,1
111_A2_1-6_2810,120.241144,23.182835,A2,1
111_A2_1-6_2811,120.262635,23.017695,A2,1
111_A2_1-6_2812,120.586747,23.723266,A2,1
111_A2_1-6_2813,121.776568,24.677825,A2,1
111_A2_1-6_2814,120.646456,24.12953,A2,1
111_A2_1-6_2815,120.258985,23.012987,A2,1
111_A2_1-6_2816,121.467783,25.007933,A2,1
111_A2_1-6_2817,121.48516,25.074668,A2,1
111_A2_1-6_2818,121.468795,25.060142,A2,1
111_A2_1-6_2819,120.357412,22.630605,A2,1
111_A2_1-6_2820,121.343537,24.98972,A2,1
111_A2_1-6_2821,121.197171,25.063978,A2,1
111_A2_1-6_2822,120.682339,24.161582,A2,1
111_A2_1-6_2823,120.270453,23.31206,A2,1
111_A2_1-6_2824,121.570281,25.080367,A2,1
111_A2_1-6_2825,120.460029,22.482376,A2,1
111_A2_1-6_2826,120.208746,23.000975,A2,1
111_A2_1-6_2827,120.525122,24.067772,A2,1
111_A2_1-6_2828,120.355364,23.347393,A2,1
111_A2_1-6_2829,120.926531,23.90616,A2,1
111_A2_1-6_2830,121.533103,25.062681,A2,1
111_A2_1-6_2831,121.278793,24.89172,A2,1
111_A2_1-6_2832,120.680626,24.149157,A2,1
111_A2_1-6_2833,121.525664,25.068445,A2,1
111_A2_1-6_2834,121.082234,24.936407,A2,1
111_A2_1-6_2835,121.526216,25.106896,A2,1
111_A2_1-6_2836,120.995136,24.870672,A2,1
111_A2_1-6_2837,120.526759,23.950587,A2,1
111_A2_1-6_2838,120.210413,23.005732,A2,1
111_A2_1-6_2839,120.302295,22.63782,A2,1
111_A2_1-6_2840,120.23667,23.041524,A2,1
111_A2_1-6_2841,120.328191,22.632977,A2,1
111_A2_1-6_2842,120.236757,23.033099,A2,1
111_A2_1-6_2843,121.51459,24.964053,A2,1
111_A2_1-6_2844,121.508233,25.008394,A2,1
111_A2_1-6_2845,121.454883,24.992058,A2,1
111_A2_1-6_2846,121.451877,25.179424,A2,1
111_A2_1-6_2847,121.179008,25.063605,A2,1
111_A2_1-6_2848,121.472458,25.074458,A2,1
111_A2_1-6_2849,121.48193,25.012438,A2,1
111_A2_1-6_2850,120.648683,24.240341,A2,1
111_A2_1-6_2851,121.502744,25.063891,A2,1
111_A2_1-6_2852,121.480894,25.007567,A2,1
111_A2_1-6_2853,120.308357,23.034605,A2,1
111_A2_1-6_2854,121.464987,24.986191,A2,1
111_A2_1-6_2855,120.974634,24.793558,A2,1
111_A2_1-6_2856,121.551576,25.017987,A2,1
111_A2_1-6_2857,120.672954,23.924671,A2,1
111_A2_1-6_2858,120.986961,24.899614,A2,1
111_A2_1-6_2859,121.145958,24.912,A2,1
111_A2_1-6_2860,121.565142,25.080784,A2,1
111_A2_1-6_2861,120.218842,23.019834,A2,1
111_A2_1-6_2862,120.283754,23.090733,A2,1
111_A2_1-6_2863,120.3248,22.72622,A2,1
111_A2_1-6_2864,121.45806,25.037296,A2,1
111_A2_1-6_2865,120.660935,23.930507,A2,1
111_A2_1-6_2866,120.347671,23.906658,A2,1
111_A2_1-6_2867,121.770445,25.151492,A2,1
111_A2_1-6_2868,121.376931,24.937068,A2,1
111_A2_1-6_2869,121.501996,25.040077,A2,1
111_A2_1-6_2870,121.917295,25.121431,A2,1
111_A2_1-6_2871,120.502126,22.679888,A2,1
111_A2_1-6_2872,120.927144,24.789424,A2,1
111_A2_1-6_2873,120.612347,24.190602,A2,1
111_A2_1-6_2874,121.31218,24.992645,A2,1
111_A2_1-6_2875,120.556305,22.564266,A2,1
111_A2_1-6_2876,120.459391,23.891812,A2,1
111_A2_1-6_2877,120.22707,23.025045,A2,1
111_A2_1-6_2878,121.230522,24.962453,A2,1
111_A2_1-6_2879,120.723702,24.133928,A2,1
111_A2_1-6_2880,120.237269,22.988735,A2,1
111_A2_1-6_2881,121.431108,25.014673,A2,1
111_A2_1-6_2882,120.573435,24.264175,A2,1
111_A2_1-6_2883,121.528139,25.107609,A2,1
111_A2_1-6_2884,121.488443,25.059041,A2,1
111_A2_1-6_2885,120.870278,24.683567,A2,1
111_A2_1-6_2886,121.213812,25.010692,A2,1
111_A2_1-6_2887,121.457934,25.053425,A2,1
111_A2_1-6_2888,121.580109,23.970623,A2,1
111_A2_1-6_2889,120.545675,24.077098,A2,1
111_A2_1-6_2890,120.545791,24.068707,A2,1
111_A2_1-6_2891,120.686593,24.050477,A2,1
111_A2_1-6_2892,120.451508,24.067402,A2,1
111_A2_1-6_2893,121.052323,24.915647,A2,1
111_A2_1-6_2894,120.924904,24.707736,A2,1
111_A2_1-6_2895,120.529449,24.23432,A2,1
111_A2_1-6_2896,120.974004,24.793393,A2,1
111_A2_1-6_2897,121.004063,24.839137,A2,1
111_A2_1-6_2898,120.703841,24.215872,A2,1
111_A2_1-6_2899,120.257231,23.003601,A2,1
111_A2_1-6_2900,120.676108,24.137111,A2,1
111_A2_1-6_2901,120.22772,23.023195,A2,1
111_A2_1-6_2902,121.229348,24.84952,A2,1
111_A2_1-6_2903,120.704167,23.764928,A2,1
111_A2_1-6_2904,120.733431,24.251884,A2,1
111_A2_1-6_2905,121.286182,24.964107,A2,1
111_A2_1-6_2906,121.483854,25.070761,A2,1
111_A2_1-6_2907,121.288532,25.008898,A2,1
111_A2_1-6_2908,121.496743,25.038562,A2,1
111_A2_1-6_2909,121.310155,24.989592,A2,1
111_A2_1-6_2910,120.683029,24.13798,A2,1
111_A2_1-6_2911,120.679819,24.14075,A2,1
111_A2_1-6_2912,120.704306,24.138324,A2,1
111_A2_1-6_2913,120.368248,22.56208,A2,1
111_A2_1-6_2914,121.486978,25.06197,A2,1
111_A2_1-6_2915,121.224821,24.956992,A2,1
111_A2_1-6_2916,121.754643,24.66142,A2,1
111_A2_1-6_2917,121.212146,24.877458,A2,1
111_A2_1-6_2918,121.533364,25.060344,A2,1
111_A2_1-6_2919,121.306343,24.995818,A2,1
111_A2_1-6_2920,121.478051,25.087666,A2,1
111_A2_1-6_2921,120.579111,23.962646,A2,1
111_A2_1-6_2922,121.002066,24.827576,A2,1
111_A2_1-6_2923,121.05614,24.773895,A2,1
111_A2_1-6_2924,120.962979,23.963127,A2,1
111_A2_1-6_2925,121.709209,25.141409,A2,1
111_A2_1-6_2926,121.378254,24.927633,A2,1
111_A2_1-6_2927,121.25838,24.977954,A2,1
111_A2_1-6_2928,120.3193,22.6187,A2,1
111_A2_1-6_2929,120.545591,24.09591,A2,1
111_A2_1-6_2930,121.557497,25.018625,A2,1
111_A2_1-6_2931,121.565402,25.032966,A2,1
111_A2_1-6_2932,120.840602,24.244846,A2,1
111_A2_1-6_2933,120.683564,24.133208,A2,1
111_A2_1-6_2934,120.494778,24.115823,A2,1
111_A2_1-6_2935,121.371437,24.937322,A2,1
111_A2_1-6_2936,121.528139,25.048324,A2,1
111_A2_1-6_2937,121.502496,25.138215,A2,1
111_A2_1-6_2938,121.561995,24.988313,A2,1
111_A2_1-6_2939,121.479299,25.009014,A2,1
111_A2_1-6_2940,121.540098,24.963644,A2,1
111_A2_1-6_2941,121.458208,25.007392,A2,1
111_A2_1-6_2942,120.23123,22.929396,A2,1
111_A2_1-6_2943,121.48433,24.951307,A2,1
111_A2_1-6_2944,121.603326,25.053723,A2,1
111_A2_1-6_2945,120.879522,24.689899,A2,1
111_A2_1-6_2946,120.502863,23.71937,A2,1
111_A2_1-6_2947,121.457403,24.988503,A2,1
111_A2_1-6_2948,121.026748,24.83411,A2,1
111_A2_1-6_2949,120.515594,24.049851,A2,1
111_A2_1-6_2950,121.410536,25.021073,A2,1
111_A2_1-6_2951,121.231219,24.8732,A2,1
111_A2_1-6_2952,121.2265,24.951808,A2,1
111_A2_1-6_2953,121.262437,24.974108,A2,1
111_A2_1-6_2954,121.453143,25.046737,A2,1
111_A2_1-6_2955,121.5836,25.07847,A2,1
111_A2_1-6_2956,121.746996,25.130623,A2,1
111_A2_1-6_2957,120.909448,24.68714,A2,1
111_A2_1-6_2958,121.222567,24.954974,A2,1
111_A2_1-6_2959,121.557996,24.981346,A2,1
111_A2_1-6_2960,120.290405,22.670809,A2,1
111_A2_1-6_2961,121.525278,25.236667,A2,1
111_A2_1-6_2962,120.687752,24.129264,A2,1
111_A2_1-6_2963,121.540707,25.057783,A2,1
111_A2_1-6_2964,121.324333,24.973942,A2,1
111_A2_1-6_2965,121.49893,25.05708,A2,1
111_A2_1-6_2966,121.292055,25.045511,A2,1
111_A2_1-6_2967,120.999839,24.796791,A2,1
111_A2_1-6_2968,120.543625,23.709636,A2,1
111_A2_1-6_2969,121.215667,24.860839,A2,1
111_A2_1-6_2970,121.145451,24.910823,A2,1
111_A2_1-6_2971,121.295093,24.993663,A2,1
111_A2_1-6_2972,120.569299,24.087247,A2,1
111_A2_1-6_2973,121.867726,24.581424,A2,1
111_A2_1-6_2974,121.73951,25.128301,A2,1
111_A2_1-6_2975,120.682531,24.144596,A2,1
111_A2_1-6_2976,121.501422,25.139823,A2,1
111_A2_1-6_2977,120.656459,24.22074,A2,1
111_A2_1-6_2978,121.551004,25.100657,A2,1
111_A2_1-6_2979,121.270165,24.887252,A2,1
111_A2_1-6_2980,121.218242,25.008546,A2,1
111_A2_1-6_2981,121.577494,25.075394,A2,1
111_A2_1-6_2982,121.549224,25.054324,A2,1
111_A2_1-6_2983,121.542747,24.983361,A2,1
111_A2_1-6_2984,120.69251,24.151715,A2,1
111_A2_1-6_2985,121.309175,24.99221,A2,1
111_A2_1-6_2986,121.338472,25.069374,A2,1
111_A2_1-6_2987,121.544096,25.097007,A2,1
111_A2_1-6_2988,120.419997,24.010517,A2,1
111_A2_1-6_2989,121.499776,24.99231,A2,1
111_A2_1-6_2990,121.744371,24.749945,A2,1
111_A2_1-6_2991,121.559779,24.996749,A2,1
111_A2_1-6_2992,121.481622,25.009335,A2,1
111_A2_1-6_2993,121.571682,25.04949,A2,1
111_A2_1-6_2994,121.106103,24.973273,A2,1
111_A2_1-6_2995,121.540918,25.06337,A2,1
111_A2_1-6_2996,120.536977,23.705496,A2,1
111_A2_1-6_2997,120.396306,22.603553,A2,1
111_A2_1-6_2998,121.55208,25.00058,A2,1
