編號,經度,緯度,事件類別,CBI值
108_A2_1-6_3423,120.710676,24.212375,A2,1
108_A2_1-6_3424,121.649937,25.077502,A2,1
108_A2_1-6_3425,120.997626,24.796165,A2,1
108_A2_1-6_3426,120.537036,24.073171,A2,1
108_A2_1-6_3427,121.244524,24.925161,A2,1
108_A2_1-6_3428,120.595791,24.187533,A2,1
108_A2_1-6_3429,120.972741,24.819531,A2,1
108_A2_1-6_3430,121.712707,25.097016,A2,1
108_A2_1-6_3431,120.314152,22.640507,A2,1
108_A2_1-6_3432,120.587268,23.725907,A2,1
108_A2_1-6_3433,121.777861,24.669547,A2,1
108_A2_1-6_3434,121.572149,25.046837,A2,1
108_A2_1-6_3435,121.74305,25.129962,A2,1
108_A2_1-6_3436,121.42721,25.018806,A2,1
108_A2_1-6_3437,121.537259,24.974473,A2,1
108_A2_1-6_3438,120.222394,23.002573,A2,1
108_A2_1-6_3439,120.678455,24.144904,A2,1
108_A2_1-6_3440,120.586168,24.1817,A2,1
108_A2_1-6_3441,121.577724,25.050965,A2,1
108_A2_1-6_3442,120.604135,24.109495,A2,1
108_A2_1-6_3443,121.412075,25.028492,A2,1
108_A2_1-6_3444,120.5445,24.0775,A2,1
108_A2_1-6_3445,120.580237,24.074889,A2,1
108_A2_1-6_3446,120.257721,23.011792,A2,1
108_A2_1-6_3447,121.517917,25.105793,A2,1
108_A2_1-6_3448,121.299778,24.962072,A2,1
108_A2_1-6_3449,120.673781,24.141331,A2,1
108_A2_1-6_3450,121.448828,25.019825,A2,1
108_A2_1-6_3451,120.187835,22.975654,A2,1
108_A2_1-6_3452,120.640596,24.165123,A2,1
108_A2_1-6_3453,120.234078,22.992648,A2,1
108_A2_1-6_3454,121.59625,23.995489,A2,1
108_A2_1-6_3455,120.718124,24.142174,A2,1
108_A2_1-6_3456,120.539674,23.706407,A2,1
108_A2_1-6_3457,121.777762,24.672288,A2,1
108_A2_1-6_3458,120.30152,22.62716,A2,1
108_A2_1-6_3459,121.752955,24.758244,A2,1
108_A2_1-6_3460,120.30152,22.62716,A2,1
108_A2_1-6_3461,121.562263,25.014362,A2,1
108_A2_1-6_3462,120.907243,24.697162,A2,1
108_A2_1-6_3463,120.872321,23.981385,A2,1
108_A2_1-6_3464,121.143121,22.756992,A2,1
108_A2_1-6_3465,121.282174,24.986807,A2,1
108_A2_1-6_3466,120.975075,24.796342,A2,1
108_A2_1-6_3467,121.493516,25.073665,A2,1
108_A2_1-6_3468,121.554511,25.041396,A2,1
108_A2_1-6_3469,121.619794,25.066983,A2,1
108_A2_1-6_3470,120.533942,23.705273,A2,1
108_A2_1-6_3471,120.66827,24.178111,A2,1
108_A2_1-6_3472,121.044877,24.904084,A2,1
108_A2_1-6_3473,120.686697,24.159098,A2,1
108_A2_1-6_3474,120.346314,22.728316,A2,1
108_A2_1-6_3475,120.690795,23.912635,A2,1
108_A2_1-6_3476,120.316916,23.301812,A2,1
108_A2_1-6_3477,120.722549,24.204145,A2,1
108_A2_1-6_3478,121.743058,25.115234,A2,1
108_A2_1-6_3479,121.74782,25.12886,A2,1
108_A2_1-6_3480,121.389899,25.039776,A2,1
108_A2_1-6_3481,121.465606,25.080375,A2,1
108_A2_1-6_3482,120.220071,22.979264,A2,1
108_A2_1-6_3483,121.472692,25.001397,A2,1
108_A2_1-6_3484,120.928405,24.787326,A2,1
108_A2_1-6_3485,121.013971,24.869035,A2,1
108_A2_1-6_3486,120.635219,24.151224,A2,1
108_A2_1-6_3487,120.348116,22.612358,A2,1
108_A2_1-6_3488,121.579284,25.03875,A2,1
108_A2_1-6_3489,121.104315,22.904417,A2,1
108_A2_1-6_3490,120.656508,24.119466,A2,1
108_A2_1-6_3491,121.438603,25.178364,A2,1
108_A2_1-6_3492,121.4603,25.216284,A2,1
108_A2_1-6_3493,120.324842,22.737156,A2,1
108_A2_1-6_3494,120.56482,23.96402,A2,1
108_A2_1-6_3495,121.614037,25.056225,A2,1
108_A2_1-6_3496,120.715687,24.136,A2,1
108_A2_1-6_3497,121.426806,24.964191,A2,1
108_A2_1-6_3498,121.439297,25.085949,A2,1
108_A2_1-6_3499,121.563031,25.047233,A2,1
108_A2_1-6_3500,120.648276,24.157716,A2,1
108_A2_1-6_3501,121.489488,25.082266,A2,1
108_A2_1-6_3502,121.500673,25.029326,A2,1
108_A2_1-6_3503,120.803304,24.532441,A2,1
108_A2_1-6_3504,121.734892,25.133791,A2,1
108_A2_1-6_3505,120.914117,24.69163,A2,1
108_A2_1-6_3506,120.681065,23.974178,A2,1
108_A2_1-6_3507,120.987014,24.900621,A2,1
108_A2_1-6_3508,121.035371,24.812492,A2,1
108_A2_1-6_3509,121.511957,25.049765,A2,1
108_A2_1-6_3510,121.565613,25.054336,A2,1
108_A2_1-6_3511,120.596882,24.181282,A2,1
108_A2_1-6_3512,121.009614,24.832096,A2,1
108_A2_1-6_3513,121.602147,23.979265,A2,1
108_A2_1-6_3514,121.554048,24.999868,A2,1
108_A2_1-6_3515,121.526037,25.056146,A2,1
108_A2_1-6_3516,121.469223,25.008644,A2,1
108_A2_1-6_3517,120.323802,23.291228,A2,1
108_A2_1-6_3518,120.520831,23.872918,A2,1
108_A2_1-6_3519,121.46283,25.07886,A2,1
108_A2_1-6_3520,120.348404,22.731783,A2,1
108_A2_1-6_3521,121.295871,25.051481,A2,1
108_A2_1-6_3522,121.764598,24.759776,A2,1
108_A2_1-6_3523,121.537259,24.974473,A2,1
108_A2_1-6_3524,121.45642,25.017399,A2,1
108_A2_1-6_3525,120.665348,24.171081,A2,1
108_A2_1-6_3526,120.971928,24.812144,A2,1
108_A2_1-6_3527,120.624471,24.185268,A2,1
108_A2_1-6_3528,121.288611,24.989826,A2,1
108_A2_1-6_3529,121.653422,25.061916,A2,1
108_A2_1-6_3530,120.648148,24.176569,A2,1
108_A2_1-6_3531,121.108718,24.721794,A2,1
108_A2_1-6_3532,120.548166,23.413049,A2,1
108_A2_1-6_3533,120.558534,24.083524,A2,1
108_A2_1-6_3534,120.6754,24.1605,A2,1
108_A2_1-6_3535,120.572433,23.963956,A2,1
108_A2_1-6_3536,120.360654,22.599788,A2,1
108_A2_1-6_3537,121.567372,24.981667,A2,1
108_A2_1-6_3538,121.340873,24.956099,A2,1
108_A2_1-6_3539,121.555126,25.05184,A2,1
108_A2_1-6_3540,121.210985,24.864499,A2,1
108_A2_1-6_3541,121.588469,23.928887,A2,1
108_A2_1-6_3542,121.369879,24.935976,A2,1
108_A2_1-6_3543,120.650269,24.111922,A2,1
108_A2_1-6_3544,120.538456,23.680789,A2,1
108_A2_1-6_3545,121.005115,24.781034,A2,1
108_A2_1-6_3546,121.516267,25.118622,A2,1
108_A2_1-6_3547,121.22255,24.959136,A2,1
108_A2_1-6_3548,121.21151,24.902414,A2,1
108_A2_1-6_3549,120.3764,22.63598,A2,1
108_A2_1-6_3550,121.497115,25.072333,A2,1
108_A2_1-6_3551,121.518278,25.065867,A2,1
108_A2_1-6_3552,121.477183,24.992408,A2,1
108_A2_1-6_3553,121.756427,24.758774,A2,1
108_A2_1-6_3554,121.141476,22.763029,A2,1
108_A2_1-6_3555,120.600124,22.67049,A2,1
108_A2_1-6_3556,121.513888,25.007958,A2,1
108_A2_1-6_3557,120.182845,23.161607,A2,1
108_A2_1-6_3558,120.716338,24.124516,A2,1
108_A2_1-6_3559,121.744938,25.123098,A2,1
108_A2_1-6_3560,121.538555,25.001057,A2,1
108_A2_1-6_3561,121.605032,23.988095,A2,1
108_A2_1-6_3562,121.226567,24.955668,A2,1
108_A2_1-6_3563,120.328079,22.631987,A2,1
108_A2_1-6_3564,121.077598,24.822049,A2,1
108_A2_1-6_3565,120.327905,22.959839,A2,1
108_A2_1-6_3566,121.584873,25.05723,A2,1
108_A2_1-6_3567,121.481841,25.067783,A2,1
108_A2_1-6_3568,120.2279,22.85801,A2,1
108_A2_1-6_3569,121.46401,25.027353,A2,1
108_A2_1-6_3570,121.011754,24.868049,A2,1
108_A2_1-6_3571,121.179897,24.908346,A2,1
108_A2_1-6_3572,120.2291,22.85986,A2,1
108_A2_1-6_3573,120.592236,24.190951,A2,1
108_A2_1-6_3574,121.530102,25.11823,A2,1
108_A2_1-6_3575,121.752752,25.128405,A2,1
108_A2_1-6_3576,120.568592,23.954418,A2,1
108_A2_1-6_3577,120.208961,23.001693,A2,1
108_A2_1-6_3578,121.758516,24.775979,A2,1
108_A2_1-6_3579,121.246678,24.939752,A2,1
108_A2_1-6_3580,120.217323,22.982516,A2,1
108_A2_1-6_3581,120.600518,24.110638,A2,1
108_A2_1-6_3582,121.013746,24.784756,A2,1
108_A2_1-6_3583,121.713252,24.750492,A2,1
108_A2_1-6_3584,121.525284,25.052186,A2,1
108_A2_1-6_3585,121.337183,24.993611,A2,1
108_A2_1-6_3586,121.500335,25.067539,A2,1
108_A2_1-6_3587,121.233901,24.87397,A2,1
108_A2_1-6_3588,120.245164,23.461465,A2,1
108_A2_1-6_3589,118.319547,24.432283,A2,1
108_A2_1-6_3590,121.290819,24.884764,A2,1
108_A2_1-6_3591,120.252506,22.954805,A2,1
108_A2_1-6_3592,120.6197,24.1808,A2,1
108_A2_1-6_3593,120.44584,22.471174,A2,1
108_A2_1-6_3594,120.548269,22.549419,A2,1
108_A2_1-6_3595,120.823907,24.503223,A2,1
108_A2_1-6_3596,121.260585,24.973489,A2,1
108_A2_1-6_3597,121.513302,25.049541,A2,1
108_A2_1-6_3598,121.508728,25.118608,A2,1
108_A2_1-6_3599,121.013224,24.821497,A2,1
108_A2_1-6_3600,120.330907,22.65098,A2,1
108_A2_1-6_3601,120.487668,22.674173,A2,1
108_A2_1-6_3602,119.591841,23.559805,A2,1
108_A2_1-6_3603,121.52319,25.050763,A2,1
108_A2_1-6_3604,121.301073,24.991924,A2,1
108_A2_1-6_3605,121.233893,24.955048,A2,1
108_A2_1-6_3606,120.273114,22.62212,A2,1
108_A2_1-6_3607,121.468345,25.020645,A2,1
108_A2_1-6_3608,120.246678,23.179389,A2,1
108_A2_1-6_3609,120.308552,22.642277,A2,1
108_A2_1-6_3610,121.452619,25.036297,A2,1
108_A2_1-6_3611,120.427262,24.043873,A2,1
108_A2_1-6_3612,120.817626,24.559844,A2,1
108_A2_1-6_3613,121.739451,25.140112,A2,1
108_A2_1-6_3614,121.312142,24.984579,A2,1
108_A2_1-6_3615,121.530146,25.110314,A2,1
108_A2_1-6_3616,121.220389,24.948362,A2,1
108_A2_1-6_3617,121.479176,25.005629,A2,1
108_A2_1-6_3618,121.419545,25.010908,A2,1
108_A2_1-6_3619,121.739425,25.128327,A2,1
108_A2_1-6_3620,120.689041,24.139722,A2,1
108_A2_1-6_3621,120.538539,24.081666,A2,1
108_A2_1-6_3622,120.65708,24.442405,A2,1
108_A2_1-6_3623,120.787734,24.484007,A2,1
108_A2_1-6_3624,120.548775,24.091419,A2,1
108_A2_1-6_3625,121.288795,25.061916,A2,1
108_A2_1-6_3626,121.426435,25.017258,A2,1
108_A2_1-6_3627,121.555387,25.041898,A2,1
108_A2_1-6_3628,120.642716,24.15795,A2,1
108_A2_1-6_3629,120.162072,23.124874,A2,1
108_A2_1-6_3630,121.698259,25.085744,A2,1
108_A2_1-6_3631,121.288076,25.039472,A2,1
108_A2_1-6_3632,121.536679,25.057816,A2,1
108_A2_1-6_3633,120.241805,23.040649,A2,1
108_A2_1-6_3634,120.371356,22.571124,A2,1
108_A2_1-6_3635,120.299701,22.657899,A2,1
108_A2_1-6_3636,121.509447,24.991139,A2,1
108_A2_1-6_3637,120.961913,24.815154,A2,1
108_A2_1-6_3638,121.479996,25.006396,A2,1
108_A2_1-6_3639,121.044886,24.903762,A2,1
108_A2_1-6_3640,121.459657,25.007308,A2,1
108_A2_1-6_3641,120.92771,24.787692,A2,1
108_A2_1-6_3642,120.56553,24.205261,A2,1
108_A2_1-6_3643,120.361497,22.56731,A2,1
108_A2_1-6_3644,121.460821,25.023149,A2,1
108_A2_1-6_3645,120.1917,22.991743,A2,1
108_A2_1-6_3646,121.426402,25.018097,A2,1
108_A2_1-6_3647,120.250839,23.184746,A2,1
108_A2_1-6_3648,120.344434,22.625041,A2,1
108_A2_1-6_3649,120.181998,22.999184,A2,1
108_A2_1-6_3650,120.191382,23.02571,A2,1
108_A2_1-6_3651,120.409584,24.022079,A2,1
108_A2_1-6_3652,121.029798,24.819322,A2,1
108_A2_1-6_3653,120.311819,22.754708,A2,1
108_A2_1-6_3654,121.584408,25.06868,A2,1
108_A2_1-6_3655,121.822897,24.858294,A2,1
108_A2_1-6_3656,121.749174,25.127762,A2,1
108_A2_1-6_3657,120.73373,24.177692,A2,1
108_A2_1-6_3658,120.371286,22.628074,A2,1
108_A2_1-6_3659,120.6844,24.1497,A2,1
108_A2_1-6_3660,120.470839,22.682017,A2,1
108_A2_1-6_3661,121.345267,24.998784,A2,1
108_A2_1-6_3662,120.653337,22.715031,A2,1
108_A2_1-6_3663,120.303362,23.568241,A2,1
108_A2_1-6_3664,121.479709,25.012619,A2,1
108_A2_1-6_3665,120.23277,22.988503,A2,1
108_A2_1-6_3666,120.681758,24.10343,A2,1
108_A2_1-6_3667,121.509666,24.984453,A2,1
108_A2_1-6_3668,120.285777,22.667212,A2,1
108_A2_1-6_3669,121.515029,25.046883,A2,1
108_A2_1-6_3670,120.318572,22.634,A2,1
108_A2_1-6_3671,120.658398,24.195224,A2,1
108_A2_1-6_3672,120.511753,22.701362,A2,1
108_A2_1-6_3673,120.511721,22.664176,A2,1
108_A2_1-6_3674,120.839092,24.566116,A2,1
108_A2_1-6_3675,120.304707,22.596941,A2,1
108_A2_1-6_3676,120.497259,22.923057,A2,1
108_A2_1-6_3677,120.478319,22.67208,A2,1
108_A2_1-6_3678,121.481841,25.067783,A2,1
108_A2_1-6_3679,121.225238,24.951155,A2,1
108_A2_1-6_3680,120.313505,22.68726,A2,1
108_A2_1-6_3681,120.445623,24.085791,A2,1
108_A2_1-6_3682,121.508233,25.008394,A2,1
108_A2_1-6_3683,120.678947,23.91375,A2,1
108_A2_1-6_3684,120.23608,22.921996,A2,1
108_A2_1-6_3685,120.298885,22.613943,A2,1
108_A2_1-6_3686,120.3066,22.61304,A2,1
108_A2_1-6_3687,120.538682,22.551612,A2,1
108_A2_1-6_3688,121.490895,25.053412,A2,1
108_A2_1-6_3689,120.325618,22.637496,A2,1
108_A2_1-6_3690,120.294393,22.662265,A2,1
108_A2_1-6_3691,121.527326,25.034174,A2,1
108_A2_1-6_3692,120.234005,22.992756,A2,1
108_A2_1-6_3693,121.229855,24.87286,A2,1
108_A2_1-6_3694,121.591552,23.965785,A2,1
108_A2_1-6_3695,121.591623,23.965904,A2,1
108_A2_1-6_3696,121.754635,25.096291,A2,1
108_A2_1-6_3697,121.44277,24.998517,A2,1
108_A2_1-6_3698,120.302082,22.632992,A2,1
108_A2_1-6_3699,121.472979,25.046352,A2,1
108_A2_1-6_3700,120.324002,22.671721,A2,1
108_A2_1-6_3701,120.328356,22.632828,A2,1
108_A2_1-6_3702,120.292578,22.67343,A2,1
108_A2_1-6_3703,121.734631,24.750262,A2,1
108_A2_1-6_3704,121.568309,25.002457,A2,1
108_A2_1-6_3705,121.264631,24.958483,A2,1
108_A2_1-6_3706,121.010796,24.8289,A2,1
108_A2_1-6_3707,121.782831,25.131865,A2,1
108_A2_1-6_3708,121.507291,25.047612,A2,1
108_A2_1-6_3709,121.519509,25.043862,A2,1
108_A2_1-6_3710,120.699975,24.279286,A2,1
108_A2_1-6_3711,120.548589,24.03257,A2,1
108_A2_1-6_3712,120.787069,24.614307,A2,1
108_A2_1-6_3713,120.318854,22.573041,A2,1
108_A2_1-6_3714,120.684976,24.119118,A2,1
108_A2_1-6_3715,120.531849,23.69263,A2,1
108_A2_1-6_3716,121.293404,24.988158,A2,1
108_A2_1-6_3717,121.29613,25.007933,A2,1
108_A2_1-6_3718,121.546644,25.062141,A2,1
108_A2_1-6_3719,121.018811,24.835185,A2,1
108_A2_1-6_3720,120.690223,24.161441,A2,1
108_A2_1-6_3721,120.3711,22.58945,A2,1
108_A2_1-6_3722,121.138814,22.765347,A2,1
108_A2_1-6_3723,120.252066,23.018462,A2,1
108_A2_1-6_3724,120.941495,23.955853,A2,1
108_A2_1-6_3725,121.773558,24.826854,A2,1
108_A2_1-6_3726,121.0021,24.82763,A2,1
108_A2_1-6_3727,121.025967,24.781143,A2,1
108_A2_1-6_3728,121.506469,24.98518,A2,1
108_A2_1-6_3729,121.146484,24.901431,A2,1
108_A2_1-6_3730,121.138296,22.737641,A2,1
108_A2_1-6_3731,120.542009,24.246173,A2,1
108_A2_1-6_3732,121.232527,24.873597,A2,1
108_A2_1-6_3733,120.546871,23.702187,A2,1
108_A2_1-6_3734,120.684125,24.132,A2,1
108_A2_1-6_3735,121.142404,25.041828,A2,1
108_A2_1-6_3736,120.668717,23.976042,A2,1
108_A2_1-6_3737,121.568154,25.032949,A2,1
108_A2_1-6_3738,121.527261,25.034169,A2,1
108_A2_1-6_3739,120.644439,24.178772,A2,1
108_A2_1-6_3740,120.536247,24.125435,A2,1
108_A2_1-6_3741,121.209434,24.960161,A2,1
108_A2_1-6_3742,120.812138,24.575377,A2,1
108_A2_1-6_3743,120.633339,24.150978,A2,1
108_A2_1-6_3744,121.445068,25.148,A2,1
108_A2_1-6_3745,121.445263,25.03425,A2,1
108_A2_1-6_3746,121.196079,25.067594,A2,1
108_A2_1-6_3747,121.524456,24.993423,A2,1
108_A2_1-6_3748,121.232363,24.927976,A2,1
108_A2_1-6_3749,120.658785,24.146938,A2,1
108_A2_1-6_3750,121.365599,25.019909,A2,1
108_A2_1-6_3751,120.292813,23.078109,A2,1
108_A2_1-6_3752,120.246942,23.46325,A2,1
108_A2_1-6_3753,120.706121,24.169221,A2,1
108_A2_1-6_3754,120.484558,24.146876,A2,1
108_A2_1-6_3755,120.461791,23.801218,A2,1
108_A2_1-6_3756,120.960323,24.820895,A2,1
108_A2_1-6_3757,120.197629,22.984213,A2,1
108_A2_1-6_3758,121.598559,23.976808,A2,1
108_A2_1-6_3759,121.464749,25.133526,A2,1
108_A2_1-6_3760,120.298968,23.129936,A2,1
108_A2_1-6_3761,120.652251,24.112531,A2,1
108_A2_1-6_3762,120.816323,24.548289,A2,1
108_A2_1-6_3763,120.966044,24.809859,A2,1
108_A2_1-6_3764,121.867688,24.582836,A2,1
108_A2_1-6_3765,121.509098,25.044257,A2,1
108_A2_1-6_3766,121.081534,24.828268,A2,1
108_A2_1-6_3767,120.647855,24.215955,A2,1
108_A2_1-6_3768,120.50369,22.688131,A2,1
108_A2_1-6_3769,121.303026,25.013453,A2,1
108_A2_1-6_3770,120.207752,22.981254,A2,1
108_A2_1-6_3771,121.250817,24.976983,A2,1
108_A2_1-6_3772,121.455191,25.019544,A2,1
108_A2_1-6_3773,121.212094,24.858788,A2,1
108_A2_1-6_3774,121.324341,24.973925,A2,1
108_A2_1-6_3775,121.318251,23.328698,A2,1
108_A2_1-6_3776,121.607331,23.995106,A2,1
108_A2_1-6_3777,120.266547,23.709192,A2,1
108_A2_1-6_3778,121.795052,24.84796,A2,1
108_A2_1-6_3779,121.470884,25.007016,A2,1
108_A2_1-6_3780,121.5814,25.070003,A2,1
108_A2_1-6_3781,120.337517,22.610299,A2,1
108_A2_1-6_3782,120.587966,24.181011,A2,1
108_A2_1-6_3783,121.564994,25.028535,A2,1
108_A2_1-6_3784,120.2975,22.62764,A2,1
108_A2_1-6_3785,120.488964,22.663213,A2,1
108_A2_1-6_3786,120.688503,24.171341,A2,1
108_A2_1-6_3787,121.513707,25.062889,A2,1
108_A2_1-6_3788,120.702398,24.088432,A2,1
108_A2_1-6_3789,121.677618,24.937839,A2,1
108_A2_1-6_3790,121.834144,24.599788,A2,1
108_A2_1-6_3791,120.298909,22.690191,A2,1
108_A2_1-6_3792,121.30017,24.963229,A2,1
108_A2_1-6_3793,121.583581,25.075854,A2,1
108_A2_1-6_3794,121.740292,25.129961,A2,1
108_A2_1-6_3795,120.772681,24.418169,A2,1
108_A2_1-6_3796,121.223024,24.962453,A2,1
108_A2_1-6_3797,120.990592,24.777088,A2,1
108_A2_1-6_3798,120.977687,24.813165,A2,1
108_A2_1-6_3799,121.21854,24.952678,A2,1
108_A2_1-6_3800,118.314245,24.432899,A2,1
108_A2_1-6_3801,120.198312,22.991774,A2,1
108_A2_1-6_3802,120.956662,24.811176,A2,1
108_A2_1-6_3803,121.008016,24.793355,A2,1
108_A2_1-6_3804,121.226705,24.955343,A2,1
108_A2_1-6_3805,121.044361,24.896449,A2,1
108_A2_1-6_3806,121.202865,25.032059,A2,1
108_A2_1-6_3807,121.467731,25.006527,A2,1
108_A2_1-6_3808,121.543429,24.968338,A2,1
108_A2_1-6_3809,121.21309,24.919677,A2,1
108_A2_1-6_3810,121.425634,25.025202,A2,1
108_A2_1-6_3811,120.607408,24.120688,A2,1
108_A2_1-6_3812,120.909067,24.689936,A2,1
108_A2_1-6_3813,121.511555,25.090522,A2,1
108_A2_1-6_3814,120.698568,24.094476,A2,1
108_A2_1-6_3815,120.956653,24.798452,A2,1
108_A2_1-6_3816,121.191907,24.828022,A2,1
108_A2_1-6_3817,120.172645,23.158698,A2,1
108_A2_1-6_3818,121.144924,24.910227,A2,1
108_A2_1-6_3819,120.45087,22.46659,A2,1
108_A2_1-6_3820,120.356838,22.650063,A2,1
108_A2_1-6_3821,121.573303,25.084299,A2,1
108_A2_1-6_3822,120.725561,22.056901,A2,1
108_A2_1-6_3823,120.3028,22.68963,A2,1
108_A2_1-6_3824,120.620104,24.35076,A2,1
108_A2_1-6_3825,121.344704,24.998629,A2,1
108_A2_1-6_3826,120.927001,24.822031,A2,1
108_A2_1-6_3827,121.45901,25.154489,A2,1
108_A2_1-6_3828,121.378965,25.114254,A2,1
108_A2_1-6_3829,121.507523,24.984253,A2,1
108_A2_1-6_3830,121.542523,25.062605,A2,1
108_A2_1-6_3831,120.63786,24.108276,A2,1
108_A2_1-6_3832,120.310011,22.669142,A2,1
108_A2_1-6_3833,121.796788,24.691998,A2,1
108_A2_1-6_3834,121.733785,25.130313,A2,1
108_A2_1-6_3835,121.742067,25.128995,A2,1
108_A2_1-6_3836,121.555886,25.054633,A2,1
108_A2_1-6_3837,121.313854,24.943538,A2,1
108_A2_1-6_3838,120.686786,24.048485,A2,1
108_A2_1-6_3839,120.562629,22.604821,A2,1
108_A2_1-6_3840,121.546129,24.968796,A2,1
108_A2_1-6_3841,120.295235,22.630964,A2,1
108_A2_1-6_3842,120.567685,23.96374,A2,1
108_A2_1-6_3843,121.73323,25.107603,A2,1
108_A2_1-6_3844,121.402513,25.017113,A2,1
108_A2_1-6_3845,120.574782,24.171436,A2,1
108_A2_1-6_3846,121.712217,25.140384,A2,1
108_A2_1-6_3847,121.592317,25.054091,A2,1
108_A2_1-6_3848,120.280944,22.6373,A2,1
108_A2_1-6_3849,121.227836,24.949642,A2,1
108_A2_1-6_3850,120.350913,22.698062,A2,1
108_A2_1-6_3851,120.326574,22.631324,A2,1
108_A2_1-6_3852,121.28856,24.989849,A2,1
108_A2_1-6_3853,121.282789,24.929105,A2,1
108_A2_1-6_3854,121.023788,24.765865,A2,1
108_A2_1-6_3855,121.609848,23.987375,A2,1
108_A2_1-6_3856,121.460423,25.042322,A2,1
108_A2_1-6_3857,120.186869,22.988989,A2,1
108_A2_1-6_3858,120.817638,24.563552,A2,1
108_A2_1-6_3859,121.736569,25.128221,A2,1
108_A2_1-6_3860,121.211961,24.921517,A2,1
108_A2_1-6_3861,120.3425,22.62497,A2,1
108_A2_1-6_3862,120.336351,22.734156,A2,1
108_A2_1-6_3863,120.662676,24.189778,A2,1
108_A2_1-6_3864,121.382073,25.009614,A2,1
108_A2_1-6_3865,121.429782,25.053211,A2,1
108_A2_1-6_3866,121.634655,25.071565,A2,1
108_A2_1-6_3867,121.313039,24.990512,A2,1
108_A2_1-6_3868,120.2575,22.88135,A2,1
108_A2_1-6_3869,120.306895,22.66798,A2,1
108_A2_1-6_3870,121.531223,25.098487,A2,1
108_A2_1-6_3871,121.61513,25.054,A2,1
108_A2_1-6_3872,121.42721,25.018806,A2,1
108_A2_1-6_3873,121.583293,23.973665,A2,1
108_A2_1-6_3874,121.440296,25.17485,A2,1
108_A2_1-6_3875,121.531367,25.111857,A2,1
108_A2_1-6_3876,120.593492,22.365102,A2,1
108_A2_1-6_3877,120.215302,23.007948,A2,1
108_A2_1-6_3878,120.337114,22.599342,A2,1
108_A2_1-6_3879,121.554053,25.041677,A2,1
108_A2_1-6_3880,120.458761,23.600507,A2,1
108_A2_1-6_3881,120.191382,23.02571,A2,1
108_A2_1-6_3882,121.521921,25.0993,A2,1
108_A2_1-6_3883,121.531874,25.060351,A2,1
108_A2_1-6_3884,121.370741,24.936145,A2,1
108_A2_1-6_3885,121.557795,25.049068,A2,1
108_A2_1-6_3886,121.524949,25.106491,A2,1
108_A2_1-6_3887,121.776852,24.662881,A2,1
108_A2_1-6_3888,120.690339,23.886499,A2,1
108_A2_1-6_3889,120.329519,22.727022,A2,1
108_A2_1-6_3890,120.3644,22.65565,A2,1
108_A2_1-6_3891,120.539293,24.021916,A2,1
108_A2_1-6_3892,120.63215,24.243024,A2,1
108_A2_1-6_3893,120.266258,22.752687,A2,1
108_A2_1-6_3894,121.543695,25.044975,A2,1
108_A2_1-6_3895,121.00868,22.6161,A2,1
108_A2_1-6_3896,121.309557,24.991191,A2,1
108_A2_1-6_3897,120.482151,22.664981,A2,1
108_A2_1-6_3898,120.446263,23.562079,A2,1
108_A2_1-6_3899,121.524936,25.064843,A2,1
108_A2_1-6_3900,120.215632,22.967989,A2,1
108_A2_1-6_3901,120.300234,22.664437,A2,1
108_A2_1-6_3902,121.542112,24.974785,A2,1
108_A2_1-6_3903,120.224732,23.010178,A2,1
108_A2_1-6_3904,121.249932,24.938786,A2,1
108_A2_1-6_3905,120.967354,24.800802,A2,1
108_A2_1-6_3906,120.280855,22.637178,A2,1
108_A2_1-6_3907,121.768146,24.817194,A2,1
108_A2_1-6_3908,121.51714,24.981035,A2,1
108_A2_1-6_3909,120.885434,24.690598,A2,1
108_A2_1-6_3910,120.573181,24.28691,A2,1
108_A2_1-6_3911,120.900327,24.700462,A2,1
108_A2_1-6_3912,120.394771,22.508741,A2,1
108_A2_1-6_3913,120.646988,24.14699,A2,1
108_A2_1-6_3914,121.493029,25.060206,A2,1
108_A2_1-6_3915,120.586821,23.900959,A2,1
108_A2_1-6_3916,120.223106,22.976913,A2,1
108_A2_1-6_3917,121.452619,25.036297,A2,1
108_A2_1-6_3918,120.310159,23.311153,A2,1
108_A2_1-6_3919,120.3166,22.61034,A2,1
108_A2_1-6_3920,121.010728,24.83986,A2,1
108_A2_1-6_3921,121.222676,24.961615,A2,1
108_A2_1-6_3922,120.23398,22.969744,A2,1
108_A2_1-6_3923,121.513523,24.990762,A2,1
108_A2_1-6_3924,121.518834,24.994809,A2,1
108_A2_1-6_3925,121.482739,24.99713,A2,1
108_A2_1-6_3926,120.327895,22.959998,A2,1
108_A2_1-6_3927,121.301261,24.939506,A2,1
108_A2_1-6_3928,120.685838,24.190536,A2,1
108_A2_1-6_3929,121.6109,25.071077,A2,1
108_A2_1-6_3930,120.211738,22.993171,A2,1
108_A2_1-6_3931,121.144593,22.75326,A2,1
108_A2_1-6_3932,120.347739,22.567384,A2,1
108_A2_1-6_3933,121.508943,25.045945,A2,1
108_A2_1-6_3934,121.215333,24.865252,A2,1
108_A2_1-6_3935,120.968131,24.796575,A2,1
108_A2_1-6_3936,120.505149,23.491129,A2,1
108_A2_1-6_3937,120.761187,24.611847,A2,1
108_A2_1-6_3938,121.136455,22.743519,A2,1
108_A2_1-6_3939,120.2881,22.63866,A2,1
